strategy,method,family,nominal_budget,recall@1_mean,recall@5_mean,recall@10_mean,avg_reps_per_seg_mean,build_time_s_mean,route_us_per_query_mean,recall@1_std,recall@5_std,recall@10_std,avg_reps_per_seg_std,build_time_s_std,route_us_per_query_std,recall@1_ci95,recall@5_ci95,recall@10_ci95,avg_reps_per_seg_ci95,build_time_s_ci95,route_us_per_query_ci95
semi,HMRC-3,flat,3,0.2637,0.6986,0.7785,3.0,1.0735396862030029,26.03919506072998,0.004590751572455224,0.010720307831401123,0.009273618495495703,0.0,0.06293289035851976,1.6279315221048531,0.004023971172858981,0.009396764123888615,0.008128685010504465,0.0,0.055163110577978985,1.426944894087332
semi,HMRC-4,flat,4,0.2618,0.7027,0.7847,4.0,1.3677517414093017,35.52136421203613,0.013704926121654195,0.00955641146037569,0.009317993346209277,0.0,0.17190909061837953,1.9463289778469137,0.012012897402375482,0.008376563973372367,0.008167581282117751,0.0,0.15068496172856424,1.7060325692090055
semi,kRt-b2d2,hier,4,0.24559999999999998,0.6842,0.7791,4.0,1.901665210723877,37.01746463775635,0.008813342158341533,0.008296083413273979,0.010151354589413183,0.0,0.0508834148935405,0.9033080277682894,0.007725235012606421,0.007271837731962925,0.008898054618847878,0.0,0.04460127965467846,0.7917843966467758
semi,HMRC-9,flat,9,0.2892,0.6973,0.7899,9.0,2.1696332454681397,82.89785385131836,0.008955445270895241,0.006951618516575828,0.0064556177086317595,0.0,0.5723122393893737,3.255752497877693,0.007849793882644306,0.006093362290230241,0.005658598413034801,0.0,0.5016537960788707,2.85379289004235
semi,kRt-b3d2,hier,9,0.29419999999999996,0.7018,0.8012,9.0,2.394537925720215,91.51513576507568,0.00847496312676344,0.005472659317004881,0.0031543620591175,0.0,0.06260781098369934,2.0976645667111224,0.007428632714032909,0.0047969973942040296,0.0027649202520145123,0.0,0.0548781659425478,1.838684061542215
semi,HMRC-16,flat,16,0.3376,0.7281000000000001,0.8181,16.0,2.779180145263672,164.01879787445068,0.009742946166329763,0.010801620248833013,0.007292119033586831,0.0,0.3973689622989486,7.117645183287601,0.008540068852181455,0.009468037600263293,0.006391824152775128,0.0,0.348309252644808,6.23889108006557
semi,kRt-b4d2,hier,16,0.34130000000000005,0.733,0.8338000000000001,16.0,2.77183256149292,171.00608348846436,0.007328028384224482,0.005798706752371638,0.004893873721296892,0.0,0.07080300645308303,7.903832829964689,0.006423300086404164,0.005082790572116888,0.004289669451134926,0.0,0.06206157149265637,6.928014936313468
timebatch,Mean,mean,1,0.09530000000000001,0.2545,0.3673,1.0,0.03892397880554199,10.664558410644531,0.01051546480190011,0.01265405073484378,0.02011404981598685,0.0,0.00793036514180093,0.5422139653122864,0.009217211291925561,0.011091764512466008,0.01763074201501458,0.0,0.006951271533036962,0.4752714956368902
timebatch,HMRC-3,flat,3,0.1749,0.4114,0.5395,3.0,1.4358418941497804,29.99141216278076,0.008967998661908904,0.017180657728969522,0.011994790535895174,0.0,0.06937161052782424,2.5928882776369075,0.00786079741502094,0.015059510483412138,0.010513897469540033,0.0,0.06080689764475119,2.2727667831685214
timebatch,HMRC-4,flat,4,0.2263,0.4737,0.5945,4.0,1.488132858276367,41.219305992126465,0.006951618516575836,0.009087078738516557,0.010971554128745831,0.0,0.13919059674340603,4.848319609912085,0.0060933622902302476,0.007965175704276694,0.00961699121347211,0.0,0.12200593736963056,4.249739511968205
timebatch,kRt-b2d2,hier,4,0.2347,0.47119999999999995,0.5925,4.0,2.790220785140991,41.80953502655029,0.009011104260855043,0.017108477430794362,0.01586269207921532,0.0,0.33155854810072066,4.36721990340034,0.007898581138407069,0.01499624166249664,0.013904262655746989,0.0,0.2906238812131433,3.8280370260637437
timebatch,HMRC-9,flat,9,0.41419999999999996,0.6655,0.7628999999999999,9.0,2.1224740028381346,94.51169967651367,0.010837435120913062,0.008162413858657255,0.009515776374001235,0.0,0.5246361716804505,16.495424361291036,0.00949943071978526,0.0071546712013900405,0.008340945749733663,0.0,0.459863880186433,14.4588769543047
timebatch,kRt-b3d2,hier,9,0.42189999999999994,0.6686,0.7565,9.0,2.5856368064880373,98.92609119415283,0.011674759098157036,0.017343586710943073,0.014512925273699967,0.0,0.34732836193294364,8.843105739247505,0.010233377546050002,0.015202324032857636,0.012721139886032204,0.0,0.3044467324959192,7.751323941548973
timebatch,HMRC-16,flat,16,0.5664,0.7891,0.8615999999999999,16.0,3.1952465057373045,210.95330715179443,0.011165795985956371,0.006416774890862249,0.005493177586788912,0.0,0.8261064173663742,29.381768134944735,0.009787251708217152,0.005624551182094458,0.004814982450642997,0.0,0.72411420150497,25.75425529275847
timebatch,kRt-b4d2,hier,16,0.5476,0.7729999999999999,0.8436999999999999,16.0,2.8820821762084963,186.3603115081787,0.0097685720553211,0.010087120500916,0.006170494307589976,0.0,0.438570389506359,22.90178497236788,0.008562530934250703,0.008841750957813721,0.005408676732806299,0.0,0.3844238959110734,20.07429961768471
